date,open,high,low,close,volume,currency_volume
2023-06-09 03:00:00,26454.4,26540.7,26400.0,26479.1,10378548,10378.548
2023-06-09 02:00:00,26502.7,26550.0,26310.0,26454.5,11629795,11629.795
2023-06-09 01:00:00,26454.7,26597.9,26438.4,26502.6,8280120,8280.12
2023-06-09 00:00:00,26502.4,26514.3,26432.2,26455.3,7596199,7596.199
2023-06-08 23:00:00,26542.1,26600.0,26488.2,26502.1,4933869,4933.869
2023-06-08 22:00:00,26572.0,26620.0,26524.5,26543.7,3786542,3786.542
2023-06-08 21:00:00,26639.0,26649.2,26552.6,26572.2,4242593,4242.593
2023-06-08 20:00:00,26540.0,26653.8,26487.3,26639.0,5790731,5790.731
2023-06-08 19:00:00,26546.4,26600.0,26510.2,26540.0,5200857,5200.857
2023-06-08 18:00:00,26489.6,26579.5,26400.0,26546.6,10786880,10786.88
2023-06-08 17:00:00,26501.2,26538.4,26400.0,26490.8,12133643,12133.643
2023-06-08 16:00:00,26727.2,26740.4,26416.6,26499.8,22748915,22748.915
2023-06-08 15:00:00,26652.5,26800.0,26550.0,26727.0,22874865,22874.865
2023-06-08 14:00:00,26405.1,26688.6,26342.9,26651.9,23610242,23610.242
2023-06-08 13:00:00,26465.1,26540.0,26310.0,26405.0,24393827,24393.827
2023-06-08 12:00:00,26433.1,26553.9,26341.3,26465.1,20592852,20592.852
2023-06-08 11:00:00,26490.5,26521.7,26400.0,26433.1,7337800,7337.8
2023-06-08 10:00:00,26386.0,26500.0,26343.4,26490.4,8178721,8178.721
2023-06-08 09:00:00,26443.9,26469.9,26350.0,26386.0,7968029,7968.029
2023-06-08 08:00:00,26444.3,26520.0,26339.0,26443.9,5077172,5077.172
2023-06-08 07:00:00,26424.2,26536.1,26362.1,26444.8,5462209,5462.209
2023-06-08 06:00:00,26381.1,26500.0,26290.0,26424.3,8443720,8443.72
2023-06-08 05:00:00,26396.4,26470.2,26325.0,26381.4,9840087,9840.087
2023-06-08 04:00:00,26340.9,26438.3,26296.7,26396.3,13180716,13180.716
2023-06-08 03:00:00,26388.5,26433.1,26211.5,26341.6,15730648,15730.648
2023-06-08 02:00:00,26441.6,26500.0,26343.4,26387.5,9457078,9457.078
2023-06-08 01:00:00,26388.7,26500.0,26350.0,26442.0,10054698,10054.698
2023-06-08 00:00:00,26343.3,26467.6,26295.0,26388.7,11708656,11708.656
2023-06-07 23:00:00,26276.0,26369.5,26254.8,26342.6,8476230,8476.23
2023-06-07 22:00:00,26145.5,26386.3,26130.1,26274.9,16458829,16458.829
2023-06-07 21:00:00,26359.0,26474.0,26123.0,26144.5,14419488,14419.488
2023-06-07 20:00:00,26479.8,26495.0,26251.7,26358.1,13204077,13204.077
2023-06-07 19:00:00,26473.7,26563.9,26402.6,26481.1,9467211,9467.211
2023-06-07 18:00:00,26510.1,26570.3,26450.0,26473.5,10950624,10950.624
2023-06-07 17:00:00,26330.1,26555.6,26275.0,26510.3,22077605,22077.605
2023-06-07 16:00:00,26348.1,26500.0,26250.0,26330.2,30711515,30711.515
2023-06-07 15:00:00,26445.3,26755.0,26256.2,26348.0,40159819,40159.819
2023-06-07 14:00:00,26816.0,26900.0,26353.0,26449.9,39084166,39084.166
2023-06-07 13:00:00,26802.0,26867.9,26666.7,26817.1,26032944,26032.944
2023-06-07 12:00:00,26843.0,26943.7,26750.0,26802.0,13054506,13054.506
2023-06-07 11:00:00,26594.1,26929.6,26538.4,26802.1,26882194,26882.194
2023-06-07 10:00:00,26487.5,26640.0,26388.9,26594.7,23303901,23303.901
2023-06-07 09:00:00,26819.9,26819.9,26450.2,26488.0,24475323,24475.323
2023-06-07 08:00:00,26806.7,26929.6,26767.5,26819.9,10689278,10689.278
2023-06-07 07:00:00,26830.4,26906.6,26700.0,26807.7,13720259,13720.259
2023-06-07 06:00:00,26914.6,27000.0,26803.0,26831.2,12483858,12483.858
2023-06-07 05:00:00,26930.2,26989.6,26845.0,26915.5,11581585,11581.585
2023-06-07 04:00:00,26910.0,27000.0,26826.7,26937.2,14803027,14803.027
2023-06-07 03:00:00,26943.9,27041.8,26679.9,26910.9,26887898,26887.898
2023-06-07 02:00:00,27084.1,27094.3,26900.0,26943.6,18784008,18784.008
2023-06-07 01:00:00,27189.5,27220.0,27000.0,27084.2,17716581,17716.581
2023-06-07 00:00:00,27232.9,27365.1,27100.0,27190.2,20608200,20608.2
2023-06-06 23:00:00,27150.8,27360.0,27050.0,27232.8,16860295,16860.295
2023-06-06 22:00:00,27065.4,27200.0,27000.0,27151.0,11020592,11020.592
2023-06-06 21:00:00,26946.1,27100.0,26928.6,27065.3,10762030,10762.03
2023-06-06 20:00:00,27082.0,27200.0,26874.5,26945.7,22671137,22671.137
2023-06-06 19:00:00,26696.1,27194.7,26500.0,27082.2,26116646,26116.646
2023-06-06 18:00:00,26672.0,26797.9,26600.0,26697.9,16732241,16732.241
2023-06-06 17:00:00,26366.0,26780.0,26240.0,26672.1,43280912,43280.912
2023-06-06 16:00:00,26065.6,26400.0,26050.0,26366.0,31038523,31038.523
2023-06-06 15:00:00,26025.6,26117.4,25900.0,26066.0,27313860,27313.86
2023-06-06 14:00:00,25730.4,26073.1,25707.6,26023.4,45126226,45126.226
2023-06-06 13:00:00,25538.4,25751.7,25400.0,25730.7,34147935,34147.935
2023-06-06 12:00:00,25688.5,25720.0,25360.0,25539.0,34370946,34370.946
2023-06-06 11:00:00,25742.9,25780.0,25520.0,25688.7,13348555,13348.555
2023-06-06 10:00:00,25704.0,25800.0,25700.0,25742.5,3247285,3247.285
2023-06-06 09:00:00,25704.1,25704.1,25704.0,25704.0,30,0.03
2023-06-06 08:00:00,25727.3,25786.6,25650.0,25704.1,12253177,12253.177
2023-06-06 07:00:00,25770.0,25812.1,25693.1,25725.5,10063925,10063.925
2023-06-06 06:00:00,25767.2,25846.7,25650.0,25770.0,9938244,9938.244
2023-06-06 05:00:00,25793.3,25826.7,25739.0,25767.5,7379489,7379.489
2023-06-06 04:00:00,25727.1,25808.8,25657.1,25793.2,7257111,7257.111
2023-06-06 03:00:00,25766.1,25809.0,25660.0,25726.9,7608729,7608.729
2023-06-06 02:00:00,25637.4,25809.0,25500.0,25766.0,21686574,21686.574
2023-06-06 01:00:00,25690.7,25740.0,25565.9,25637.5,13418436,13418.436
2023-06-06 00:00:00,25724.7,25754.5,25600.0,25691.5,11898624,11898.624
2023-06-05 23:00:00,25704.9,25900.0,25530.3,25724.0,21199412,21199.412
2023-06-05 22:00:00,25654.6,25800.0,25630.3,25704.8,13522196,13522.196
2023-06-05 21:00:00,25635.9,25678.5,25500.0,25655.3,14241451,14241.451
2023-06-05 20:00:00,25632.9,25699.9,25573.6,25635.5,12546790,12546.79
2023-06-05 19:00:00,25556.4,25660.0,25400.0,25632.9,29957857,29957.857
2023-06-05 18:00:00,25753.2,25817.4,25509.9,25556.4,25447717,25447.717
2023-06-05 17:00:00,25806.7,25834.1,25555.0,25753.4,33381998,33381.998
2023-06-05 16:00:00,25988.6,26200.0,25600.0,25806.1,69552659,69552.659
2023-06-05 15:00:00,26800.0,26810.4,25988.6,25988.6,52843378,52843.378
2023-06-05 14:00:00,26723.4,26832.4,26700.0,26799.9,16182384,16182.384
2023-06-05 13:00:00,26695.0,26785.1,26600.0,26723.6,18020581,18020.581
2023-06-05 12:00:00,26771.2,26850.0,26651.0,26694.9,15449516,15449.516
2023-06-05 11:00:00,26709.6,26816.0,26650.0,26777.8,11818403,11818.403
2023-06-05 10:00:00,26782.1,26850.0,26703.7,26710.4,12074596,12074.596
2023-06-05 09:00:00,26801.8,26880.0,26700.0,26780.0,10145012,10145.012
2023-06-05 08:00:00,26838.9,26900.0,26700.0,26801.7,7466672,7466.672
2023-06-05 07:00:00,26775.8,26868.1,26729.3,26839.4,8392616,8392.616
2023-06-05 06:00:00,26830.6,26900.0,26700.0,26773.7,10241823,10241.823
2023-06-05 05:00:00,26848.5,26900.0,26731.3,26829.8,15255917,15255.917
2023-06-05 04:00:00,26850.5,26900.0,26731.3,26848.6,12278820,12278.82
2023-06-05 03:00:00,26932.3,26980.0,26800.0,26850.8,22522738,22522.738
2023-06-05 02:00:00,27055.6,27151.8,26893.0,26933.9,12823151,12823.151
2023-06-05 01:00:00,27028.7,27100.0,26950.3,27054.3,13970328,13970.328
2023-06-05 00:00:00,27116.5,27130.0,26978.0,27027.9,17276219,17276.219
